date,category,amount,customer_id
2023-04-03,subscription_revenue,1602.25,ibm_venture
2023-04-03,subscription_revenue,1163.53,megasuite_llc
2023-04-03,subscription_revenue,1326.74,microsoft_co
2023-04-03,subscription_revenue,287.9,mixpanel_startup
2023-04-03,subscription_revenue,375.76,posthog_llc
2023-04-03,subscription_revenue,1096.11,salesforce_co
2023-04-03,subscription_revenue,419.72,techco_llc
2023-04-03,travel_expense,-798.73,
2023-04-10,churn_refund,-790.0,ibm_venture
2023-04-10,cogs,-2279.16,
2023-04-10,marketing_expense,-28000,
2023-04-10,office_rent,-5200,
2023-04-10,salary_expense,-37401.61,
2023-04-10,software_expense,-2748.66,
2023-04-10,subscription_revenue,1230.34,acme_corp
2023-04-10,subscription_revenue,328.72,amplitude_inc
2023-04-10,subscription_revenue,378.8,bigcorp_inc
2023-04-10,subscription_revenue,339.23,contentsquare
2023-04-10,subscription_revenue,355.94,datadog_startup
2023-04-10,subscription_revenue,301.91,fullstory_llc
2023-04-10,subscription_revenue,979.51,globaltech_corp
2023-04-10,subscription_revenue,313.76,hubspot_startup
2023-04-10,subscription_revenue,1146.23,megasuite_llc
2023-04-10,subscription_revenue,1324.69,microsoft_co
2023-04-10,subscription_revenue,285.52,mixpanel_startup
2023-04-10,subscription_revenue,367.42,posthog_llc
2023-04-10,subscription_revenue,1099.52,salesforce_co
2023-04-10,subscription_revenue,421.82,techco_llc
2023-04-10,travel_expense,-228.53,
2023-04-17,cogs,-2515.53,
2023-04-17,marketing_expense,-14891.49,
2023-04-17,office_rent,-5200,
2023-04-17,salary_expense,-40172.25,
2023-04-17,software_expense,-2897.91,
2023-04-17,subscription_revenue,1204.92,acme_corp
2023-04-17,subscription_revenue,338.21,amplitude_inc
2023-04-17,subscription_revenue,385.16,bigcorp_inc
2023-04-17,subscription_revenue,342.98,contentsquare
2023-04-17,subscription_revenue,349.86,datadog_startup
2023-04-17,subscription_revenue,305.08,fullstory_llc
2023-04-17,subscription_revenue,977.24,globaltech_corp
2023-04-17,subscription_revenue,307.63,hotjar_llc
2023-04-17,subscription_revenue,315.35,hubspot_startup
2023-04-17,subscription_revenue,1152.21,megasuite_llc
2023-04-17,subscription_revenue,1353.9,microsoft_co
2023-04-17,subscription_revenue,294.15,mixpanel_startup
2023-04-17,subscription_revenue,375.42,posthog_llc
2023-04-17,subscription_revenue,1130.3,salesforce_co
2023-04-17,subscription_revenue,422.14,techco_llc
2023-04-17,travel_expense,-160.03,
2023-04-24,churn_refund,-150.0,fullstory_llc
2023-04-24,cogs,-2363.78,
2023-04-24,contractor_expense,-479.22,
2023-04-24,marketing_expense,-15342.56,
2023-04-24,office_rent,-5200,
2023-04-24,salary_expense,-41649.29,
2023-04-24,software_expense,-2842.6,
2023-04-24,subscription_revenue,1196.52,acme_corp
2023-04-24,subscription_revenue,326.92,amplitude_inc
2023-04-24,subscription_revenue,387.51,bigcorp_inc
2023-04-24,subscription_revenue,346.18,contentsquare
2023-04-24,subscription_revenue,357.82,datadog_startup
2023-04-24,subscription_revenue,1010.11,globaltech_corp
2023-04-24,subscription_revenue,309.58,hotjar_llc
2023-04-24,subscription_revenue,318.11,hubspot_startup
2023-04-24,subscription_revenue,1158.65,megasuite_llc
2023-04-24,subscription_revenue,1322.5,microsoft_co
2023-04-24,subscription_revenue,291.11,mixpanel_startup
2023-04-24,subscription_revenue,370.22,posthog_llc
2023-04-24,subscription_revenue,363.49,quantum_metric
2023-04-24,subscription_revenue,1129.1,salesforce_co
2023-04-24,subscription_revenue,420.75,techco_llc
2023-04-24,travel_expense,-184.91,
2023-05-01,churn_refund,-575.0,megasuite_llc
2023-05-01,cogs,-2298.5,
2023-05-01,marketing_expense,-15038.96,
2023-05-01,office_rent,-5200,
2023-05-01,salary_expense,-44427.73,
2023-05-01,software_expense,-2887.26,
2023-05-01,subscription_revenue,1211.55,acme_corp
2023-05-01,subscription_revenue,335.83,amplitude_inc
2023-05-01,subscription_revenue,384.14,bigcorp_inc
2023-05-01,subscription_revenue,334.83,contentsquare
2023-05-01,subscription_revenue,355.65,datadog_startup
2023-05-01,subscription_revenue,996.63,globaltech_corp
2023-05-01,subscription_revenue,311.61,hotjar_llc
2023-05-01,subscription_revenue,309.04,hubspot_startup
2023-05-01,subscription_revenue,1320.69,microsoft_co
2023-05-01,subscription_revenue,293.51,mixpanel_startup
2023-05-01,subscription_revenue,314.02,pendo_io
2023-05-01,subscription_revenue,378.31,posthog_llc
2023-05-01,subscription_revenue,355.38,quantum_metric
2023-05-01,subscription_revenue,1130.16,salesforce_co
2023-05-01,subscription_revenue,418.31,techco_llc
2023-05-01,travel_expense,-292.09,
2023-05-08,cogs,-2351.92,
2023-05-08,marketing_expense,-11600.28,
2023-05-08,office_rent,-5200,
2023-05-08,salary_expense,-44691.03,
2023-05-08,software_expense,-2828.02,
2023-05-08,subscription_revenue,1210.43,acme_corp
2023-05-08,subscription_revenue,334.06,amplitude_inc
2023-05-08,subscription_revenue,386.15,bigcorp_inc
2023-05-08,subscription_revenue,345.41,contentsquare
2023-05-08,subscription_revenue,350.0,datadog_startup
2023-05-08,subscription_revenue,993.72,globaltech_corp
2023-05-08,subscription_revenue,329.72,heap_analytics
2023-05-08,subscription_revenue,313.82,hotjar_llc
2023-05-08,subscription_revenue,307.11,hubspot_startup
2023-05-08,subscription_revenue,1335.85,microsoft_co
2023-05-08,subscription_revenue,296.9,mixpanel_startup
2023-05-08,subscription_revenue,318.66,pendo_io
2023-05-08,subscription_revenue,372.34,posthog_llc
2023-05-08,subscription_revenue,359.49,quantum_metric
2023-05-08,subscription_revenue,1108.57,salesforce_co
2023-05-08,subscription_revenue,423.72,techco_llc
2023-05-08,travel_expense,-742.84,
2023-05-15,churn_refund,-550.0,salesforce_co
2023-05-15,cogs,-2046.11,
2023-05-15,marketing_expense,-11050.44,
2023-05-15,office_rent,-5200,
2023-05-15,salary_expense,-46795.98,
2023-05-15,software_expense,-2959.82,
2023-05-15,subscription_revenue,1208.87,acme_corp
2023-05-15,subscription_revenue,336.85,amplitude_inc
2023-05-15,subscription_revenue,381.12,bigcorp_inc
2023-05-15,subscription_revenue,338.88,contentsquare
2023-05-15,subscription_revenue,346.59,datadog_startup
2023-05-15,subscription_revenue,1007.14,globaltech_corp
2023-05-15,subscription_revenue,329.03,heap_analytics
2023-05-15,subscription_revenue,306.14,hotjar_llc
2023-05-15,subscription_revenue,309.07,hubspot_startup
2023-05-15,subscription_revenue,348.15,logrocket_llc
2023-05-15,subscription_revenue,1335.75,microsoft_co
2023-05-15,subscription_revenue,288.6,mixpanel_startup
2023-05-15,subscription_revenue,319.91,pendo_io
2023-05-15,subscription_revenue,377.38,posthog_llc
2023-05-15,subscription_revenue,355.29,quantum_metric
2023-05-15,subscription_revenue,432.99,techco_llc
2023-05-15,travel_expense,-705.59,
2023-05-22,cogs,-2185.61,
2023-05-22,contractor_expense,-818.77,
2023-05-22,marketing_expense,-11078.28,
2023-05-22,office_rent,-5200,
2023-05-22,salary_expense,-47803.14,
2023-05-22,software_expense,-2913.09,
2023-05-22,subscription_revenue,1245.92,acme_corp
2023-05-22,subscription_revenue,329.66,amplitude_inc
2023-05-22,subscription_revenue,378.46,bigcorp_inc
2023-05-22,subscription_revenue,340.33,contentsquare
2023-05-22,subscription_revenue,360.21,datadog_startup
2023-05-22,subscription_revenue,1009.05,globaltech_corp
2023-05-22,subscription_revenue,333.12,heap_analytics
2023-05-22,subscription_revenue,309.0,hotjar_llc
2023-05-22,subscription_revenue,309.05,hubspot_startup
2023-05-22,subscription_revenue,354.03,logrocket_llc
2023-05-22,subscription_revenue,1329.4,microsoft_co
2023-05-22,subscription_revenue,293.62,mixpanel_startup
2023-05-22,subscription_revenue,295.5,mouseflow_co
2023-05-22,subscription_revenue,326.75,pendo_io
2023-05-22,subscription_revenue,369.73,posthog_llc
2023-05-22,subscription_revenue,361.29,quantum_metric
2023-05-22,subscription_revenue,428.94,techco_llc
2023-05-22,travel_expense,-230.12,
2023-05-29,churn_refund,-490.0,globaltech_corp
2023-05-29,cogs,-2085.26,
2023-05-29,contractor_expense,-1183.51,
2023-05-29,marketing_expense,-9685.73,
2023-05-29,office_rent,-5200,
2023-05-29,professional_services,-980.5,
2023-05-29,salary_expense,-47214.98,
2023-05-29,software_expense,-2937.76,
2023-05-29,subscription_revenue,1243.9,acme_corp
2023-05-29,subscription_revenue,333.95,amplitude_inc
2023-05-29,subscription_revenue,382.05,bigcorp_inc
2023-05-29,subscription_revenue,337.53,contentsquare
2023-05-29,subscription_revenue,348.35,datadog_startup
2023-05-29,subscription_revenue,330.86,heap_analytics
2023-05-29,subscription_revenue,314.95,hotjar_llc
2023-05-29,subscription_revenue,316.18,hubspot_startup
2023-05-29,subscription_revenue,351.74,logrocket_llc
2023-05-29,subscription_revenue,1329.18,microsoft_co
2023-05-29,subscription_revenue,294.49,mixpanel_startup
2023-05-29,subscription_revenue,293.99,mouseflow_co
2023-05-29,subscription_revenue,325.85,pendo_io
2023-05-29,subscription_revenue,370.34,posthog_llc
2023-05-29,subscription_revenue,360.47,quantum_metric
2023-05-29,subscription_revenue,370.0,segment_co
2023-05-29,subscription_revenue,433.21,techco_llc
2023-05-29,travel_expense,-637.36,
2023-06-05,cogs,-2029.02,
2023-06-05,contractor_expense,-429.56,
2023-06-05,marketing_expense,-9516.71,
2023-06-05,office_rent,-5200,
2023-06-05,salary_expense,-48740.15,
2023-06-05,software_expense,-2921.92,
2023-06-05,subscription_revenue,1217.59,acme_corp
2023-06-05,subscription_revenue,333.32,amplitude_inc
2023-06-05,subscription_revenue,382.22,bigcorp_inc
2023-06-05,subscription_revenue,343.16,contentsquare
2023-06-05,subscription_revenue,357.7,datadog_startup
2023-06-05,subscription_revenue,336.75,heap_analytics
2023-06-05,subscription_revenue,308.13,hotjar_llc
2023-06-05,subscription_revenue,315.17,hubspot_startup
2023-06-05,subscription_revenue,355.37,logrocket_llc
2023-06-05,subscription_revenue,1366.72,microsoft_co
2023-06-05,subscription_revenue,293.11,mixpanel_startup
2023-06-05,subscription_revenue,291.9,mouseflow_co
2023-06-05,subscription_revenue,314.47,notion_inc
2023-06-05,subscription_revenue,316.45,pendo_io
2023-06-05,subscription_revenue,375.02,posthog_llc
2023-06-05,subscription_revenue,368.71,quantum_metric
2023-06-05,subscription_revenue,375.31,segment_co
2023-06-05,subscription_revenue,428.74,techco_llc
2023-06-12,churn_refund,-180.0,quantum_metric
2023-06-12,cogs,-2214.87,
2023-06-12,marketing_expense,-8605.79,
2023-06-12,office_rent,-5200,
2023-06-12,salary_expense,-47545.53,
2023-06-12,software_expense,-2953.79,
2023-06-12,subscription_revenue,1235.54,acme_corp
2023-06-12,subscription_revenue,333.55,amplitude_inc
2023-06-12,subscription_revenue,383.34,bigcorp_inc
2023-06-12,subscription_revenue,343.98,contentsquare
2023-06-12,subscription_revenue,354.77,datadog_startup
2023-06-12,subscription_revenue,326.0,heap_analytics
2023-06-12,subscription_revenue,307.89,hotjar_llc
2023-06-12,subscription_revenue,311.13,hubspot_startup
2023-06-12,subscription_revenue,315.8,linear_co
2023-06-12,subscription_revenue,356.25,logrocket_llc
2023-06-12,subscription_revenue,1342.25,microsoft_co
2023-06-12,subscription_revenue,288.7,mixpanel_startup
2023-06-12,subscription_revenue,292.53,mouseflow_co
2023-06-12,subscription_revenue,319.58,notion_inc
2023-06-12,subscription_revenue,324.32,pendo_io
2023-06-12,subscription_revenue,381.56,posthog_llc
2023-06-12,subscription_revenue,375.28,segment_co
2023-06-12,subscription_revenue,423.8,techco_llc
2023-06-19,churn_refund,-175.0,logrocket_llc
2023-06-19,cogs,-2070.66,
2023-06-19,marketing_expense,-8739.0,
2023-06-19,office_rent,-5200,
2023-06-19,salary_expense,-47555.64,
2023-06-19,software_expense,-2896.75,
2023-06-19,subscription_revenue,1224.0,acme_corp
2023-06-19,subscription_revenue,339.47,amplitude_inc
2023-06-19,subscription_revenue,387.13,bigcorp_inc
2023-06-19,subscription_revenue,347.43,contentsquare
2023-06-19,subscription_revenue,358.96,datadog_startup
2023-06-19,subscription_revenue,326.42,heap_analytics
2023-06-19,subscription_revenue,313.29,hotjar_llc
2023-06-19,subscription_revenue,317.51,hubspot_startup
2023-06-19,subscription_revenue,312.77,linear_co
2023-06-19,subscription_revenue,1366.12,microsoft_co
2023-06-19,subscription_revenue,292.01,mixpanel_startup
2023-06-19,subscription_revenue,285.64,mouseflow_co
2023-06-19,subscription_revenue,318.11,notion_inc
2023-06-19,subscription_revenue,322.82,pendo_io
2023-06-19,subscription_revenue,374.31,posthog_llc
2023-06-19,subscription_revenue,364.76,segment_co
2023-06-19,subscription_revenue,356.78,supabase_llc
2023-06-19,subscription_revenue,428.44,techco_llc
2023-06-19,travel_expense,-355.22,
2023-06-26,cogs,-2231.46,
2023-06-26,marketing_expense,-7605.05,
2023-06-26,office_rent,-5200,
2023-06-26,salary_expense,-48321.54,
2023-06-26,software_expense,-2915.68,
2023-06-26,subscription_revenue,1250.76,acme_corp
2023-06-26,subscription_revenue,341.55,amplitude_inc
2023-06-26,subscription_revenue,381.3,bigcorp_inc
2023-06-26,subscription_revenue,339.22,contentsquare
2023-06-26,subscription_revenue,358.35,datadog_startup
2023-06-26,subscription_revenue,333.76,heap_analytics
2023-06-26,subscription_revenue,319.02,hotjar_llc
2023-06-26,subscription_revenue,318.68,hubspot_startup
2023-06-26,subscription_revenue,309.28,linear_co
2023-06-26,subscription_revenue,1350.71,microsoft_co
2023-06-26,subscription_revenue,292.13,mixpanel_startup
2023-06-26,subscription_revenue,296.46,mouseflow_co
2023-06-26,subscription_revenue,318.07,notion_inc
2023-06-26,subscription_revenue,328.73,pendo_io
2023-06-26,subscription_revenue,333.85,planetscale_inc
2023-06-26,subscription_revenue,369.57,posthog_llc
2023-06-26,subscription_revenue,376.86,segment_co
2023-06-26,subscription_revenue,349.81,supabase_llc
2023-06-26,subscription_revenue,419.5,techco_llc
2023-06-26,tax_payment,-6000,
2023-06-26,travel_expense,-153.23,
2023-07-03,cogs,-2185.8,
2023-07-03,contractor_expense,-1076.65,
2023-07-03,marketing_expense,-6075.37,
2023-07-03,office_rent,-5200,
2023-07-03,salary_expense,-48079.58,
2023-07-03,software_expense,-3089.87,
2023-07-03,subscription_revenue,1229.57,acme_corp
2023-07-03,subscription_revenue,332.71,amplitude_inc
2023-07-03,subscription_revenue,383.12,bigcorp_inc
2023-07-03,subscription_revenue,338.31,contentsquare
2023-07-03,subscription_revenue,358.08,datadog_startup
2023-07-03,subscription_revenue,326.87,heap_analytics
2023-07-03,subscription_revenue,313.81,hotjar_llc
2023-07-03,subscription_revenue,311.43,hubspot_startup
2023-07-03,subscription_revenue,312.11,linear_co
2023-07-03,subscription_revenue,1325.09,microsoft_co
2023-07-03,subscription_revenue,296.38,mixpanel_startup
2023-07-03,subscription_revenue,295.59,mouseflow_co
2023-07-03,subscription_revenue,315.58,notion_inc
2023-07-03,subscription_revenue,321.07,pendo_io
2023-07-03,subscription_revenue,339.25,planetscale_inc
2023-07-03,subscription_revenue,375.79,posthog_llc
2023-07-03,subscription_revenue,365.05,segment_co
2023-07-03,subscription_revenue,347.64,supabase_llc
2023-07-03,subscription_revenue,424.83,techco_llc
2023-07-03,subscription_revenue,380.23,vercel_co
2023-07-03,travel_expense,-371.33,
2023-07-10,cogs,-2500.67,
2023-07-10,marketing_expense,-6267.46,
2023-07-10,office_rent,-5200,
2023-07-10,salary_expense,-48102.92,
2023-07-10,software_expense,-3081.75,
2023-07-10,subscription_revenue,1221.23,acme_corp
2023-07-10,subscription_revenue,337.28,amplitude_inc
2023-07-10,subscription_revenue,390.68,bigcorp_inc
2023-07-10,subscription_revenue,140.76,company_c
2023-07-10,subscription_revenue,349.56,contentsquare
2023-07-10,subscription_revenue,356.22,datadog_startup
2023-07-10,subscription_revenue,329.99,heap_analytics
2023-07-10,subscription_revenue,318.93,hotjar_llc
2023-07-10,subscription_revenue,317.3,hubspot_startup
2023-07-10,subscription_revenue,316.69,linear_co
2023-07-10,subscription_revenue,1377.67,microsoft_co
2023-07-10,subscription_revenue,298.89,mixpanel_startup
2023-07-10,subscription_revenue,289.32,mouseflow_co
2023-07-10,subscription_revenue,321.7,notion_inc
2023-07-10,subscription_revenue,321.9,pendo_io
2023-07-10,subscription_revenue,344.69,planetscale_inc
2023-07-10,subscription_revenue,373.26,posthog_llc
2023-07-10,subscription_revenue,365.06,segment_co
2023-07-10,subscription_revenue,349.39,supabase_llc
2023-07-10,subscription_revenue,427.71,techco_llc
2023-07-10,subscription_revenue,387.82,vercel_co
2023-07-17,cogs,-2439.42,
2023-07-17,marketing_expense,-6308.19,
2023-07-17,office_rent,-5200,
2023-07-17,salary_expense,-47843.77,
2023-07-17,software_expense,-3041.47,
2023-07-17,subscription_revenue,1221.55,acme_corp
2023-07-17,subscription_revenue,337.46,amplitude_inc
2023-07-17,subscription_revenue,391.26,bigcorp_inc
2023-07-17,subscription_revenue,141.43,company_c
2023-07-17,subscription_revenue,346.44,contentsquare
2023-07-17,subscription_revenue,360.89,datadog_startup
2023-07-17,subscription_revenue,335.09,heap_analytics
2023-07-17,subscription_revenue,318.21,hotjar_llc
2023-07-17,subscription_revenue,319.4,hubspot_startup
2023-07-17,subscription_revenue,309.18,linear_co
2023-07-17,subscription_revenue,1370.22,microsoft_co
2023-07-17,subscription_revenue,292.96,mixpanel_startup
2023-07-17,subscription_revenue,288.59,mouseflow_co
2023-07-17,subscription_revenue,319.48,notion_inc
2023-07-17,subscription_revenue,319.52,pendo_io
2023-07-17,subscription_revenue,340.44,planetscale_inc
2023-07-17,subscription_revenue,376.75,posthog_llc
2023-07-17,subscription_revenue,378.87,segment_co
2023-07-17,subscription_revenue,351.79,supabase_llc
2023-07-17,subscription_revenue,430.71,techco_llc
2023-07-17,subscription_revenue,107.95,venture_d
2023-07-17,subscription_revenue,381.42,vercel_co
2023-07-24,cogs,-2470.4,
2023-07-24,marketing_expense,-5980.06,
2023-07-24,office_rent,-5200,
2023-07-24,salary_expense,-47951.66,
2023-07-24,software_expense,-3119.84,
2023-07-24,subscription_revenue,1238.32,acme_corp
2023-07-24,subscription_revenue,339.56,amplitude_inc
2023-07-24,subscription_revenue,381.68,bigcorp_inc
2023-07-24,subscription_revenue,142.69,company_c
2023-07-24,subscription_revenue,341.56,contentsquare
2023-07-24,subscription_revenue,351.25,datadog_startup
2023-07-24,subscription_revenue,334.29,heap_analytics
2023-07-24,subscription_revenue,311.31,hotjar_llc
2023-07-24,subscription_revenue,311.69,hubspot_startup
2023-07-24,subscription_revenue,310.33,linear_co
2023-07-24,subscription_revenue,1378.79,microsoft_co
2023-07-24,subscription_revenue,297.55,mixpanel_startup
2023-07-24,subscription_revenue,294.99,mouseflow_co
2023-07-24,subscription_revenue,321.63,notion_inc
2023-07-24,subscription_revenue,318.97,pendo_io
2023-07-24,subscription_revenue,336.05,planetscale_inc
2023-07-24,subscription_revenue,376.99,posthog_llc
2023-07-24,subscription_revenue,378.37,segment_co
2023-07-24,subscription_revenue,358.31,supabase_llc
2023-07-24,subscription_revenue,432.43,techco_llc
2023-07-24,subscription_revenue,123.71,techstart_e
2023-07-24,subscription_revenue,105.11,venture_d
2023-07-24,subscription_revenue,377.38,vercel_co
2023-07-31,cogs,-2334.46,
2023-07-31,marketing_expense,-6180.02,
2023-07-31,office_rent,-5200,
2023-07-31,salary_expense,-46011.8,
